img,mask,dice,iou
data/cracks/images/00175.jpg,data/cracks/masks/00175.png,0.5492335182921094,0.3785816154544276
data/cracks/images/00385.jpg,data/cracks/masks/00385.png,0.1580666231221424,0.08581560283687943
data/cracks/images/00358.jpg,data/cracks/masks/00358.png,0.7229933072811391,0.566162504396764
data/cracks/images/00082.jpg,data/cracks/masks/00082.png,0.42424242424242425,0.2692307692307692
data/cracks/images/00004.jpg,data/cracks/masks/00004.png,0.7129822025476557,0.5539800645795311
data/cracks/images/00143.jpg,data/cracks/masks/00143.png,0.6796168892486173,0.5147118921127912
data/cracks/images/00302.jpg,data/cracks/masks/00302.png,0.4757296706727017,0.3121032152365349
data/cracks/images/00230.jpg,data/cracks/masks/00230.png,0.45997920997921,0.29868376645291933
data/cracks/images/00113.jpg,data/cracks/masks/00113.png,0.24436860068259386,0.13919129082426127
data/cracks/images/00215.jpg,data/cracks/masks/00215.png,0.3805929919137466,0.23501997336884153
data/cracks/images/00388.jpg,data/cracks/masks/00388.png,0.4113642094645709,0.2589417989417989
data/cracks/images/00360.jpg,data/cracks/masks/00360.png,0.6084462466620513,0.43724235963041935
data/cracks/images/00333.jpg,data/cracks/masks/00333.png,0.03814116615519509,0.019441340782122906
data/cracks/images/00367.jpg,data/cracks/masks/00367.png,0.5139734974565094,0.3458710168202181
data/cracks/images/00102.jpg,data/cracks/masks/00102.png,0.06121108254784347,0.03157181372187928
data/cracks/images/00288.jpg,data/cracks/masks/00288.png,0.4945414847161572,0.32849891225525746
data/cracks/images/00014.jpg,data/cracks/masks/00014.png,0.5187606594656055,0.35022068700825176
data/cracks/images/00309.jpg,data/cracks/masks/00309.png,0.1746082507195395,0.0956552207428171
data/cracks/images/00259.jpg,data/cracks/masks/00259.png,0.09761010896438055,0.0513092029264536
data/cracks/images/00120.jpg,data/cracks/masks/00120.png,0.10538417321325924,0.055622977346278316
data/cracks/images/00112.jpg,data/cracks/masks/00112.png,0.31848924022837066,0.1894066025908901
data/cracks/images/00048.jpg,data/cracks/masks/00048.png,0.005,0.002506265664160401
data/cracks/images/00016.jpg,data/cracks/masks/00016.png,0.7671544063606601,0.6222631693041405
data/cracks/images/00017.jpg,data/cracks/masks/00017.png,0.6970750988142292,0.5350078873923068
data/cracks/images/00217.jpg,data/cracks/masks/00217.png,0.5307889672867223,0.3612748308229644
data/cracks/images/00303.jpg,data/cracks/masks/00303.png,0.0,0.0
data/cracks/images/00045.jpg,data/cracks/masks/00045.png,0.683113314616809,0.5187335571078654
data/cracks/images/00280.jpg,data/cracks/masks/00280.png,0.009560800717060053,0.004803362353647553
data/cracks/images/00397.jpg,data/cracks/masks/00397.png,0.0,0.0
data/cracks/images/00347.jpg,data/cracks/masks/00347.png,0.11479180254711475,0.06089078262136276
data/cracks/images/00053.jpg,data/cracks/masks/00053.png,0.0,0.0
data/cracks/images/00378.jpg,data/cracks/masks/00378.png,0.3744273219491878,0.23033563925185754
data/cracks/images/00072.jpg,data/cracks/masks/00072.png,0.12533572068039392,0.06685768863419293
data/cracks/images/00115.jpg,data/cracks/masks/00115.png,0.0,0.0
data/cracks/images/00126.jpg,data/cracks/masks/00126.png,0.4810434782608696,0.31669338218456605
data/cracks/images/00141.jpg,data/cracks/masks/00141.png,0.5121593905654849,0.3442300118156755
data/cracks/images/00380.jpg,data/cracks/masks/00380.png,0.04016679431537742,0.020495006513243597
data/cracks/images/00013.jpg,data/cracks/masks/00013.png,0.32202875690104954,0.19191553980765058
data/cracks/images/00058.jpg,data/cracks/masks/00058.png,0.0,0.0
data/cracks/images/00328.jpg,data/cracks/masks/00328.png,0.1903485254691689,0.10518518518518519
